product_name,category,price,merchant_info,review,review_title,reviewer_name,rating,product_url,product_sku,country,date
KEFITEVD Men's Tactical Fleece Jackets Full Zip Casual Outdoor Winter Warm Jacket Multi Pockets,"Clothing, Shoes & Jewelry",43.98,Amazon.com,Love this jacket. Its hard to find enough pockets that’ll keep you from carrying a purse. I am a woman and purchased this jacket in black. Its warm and roomy. Hopefully the orange/red jacket will look good. In my opinion this can be a unisex jacket.,Lots of pockets,h rose,5.0,https://www.amazon.com/dp/B09K3DM6D7/ref=sspa_dk_detail_5?psc=1&pd_rd_i=B09K3DM6D7&pd_rd_w=MYIoj&content-id=amzn1.sym.0d1092dc-81bb-493f-8769-d5c802257e94&pf_rd_p=0d1092dc-81bb-493f-8769-d5c802257e94&pf_rd_r=K30HBEQ3H8A444EDCEFT&pd_rd_wg=qOkp2&pd_rd_r=fb041e58-adeb-4394-8126-71d4b1315331&s=apparel&sp_csd=d2lkZ2V0TmFtZT1zcF9kZXRhaWwy,B09K3KPD93, United States,2023-02-22
KEFITEVD Men's Tactical Fleece Jackets Full Zip Casual Outdoor Winter Warm Jacket Multi Pockets,"Clothing, Shoes & Jewelry",43.98,Amazon.com,Comfortable and look good.,Look good,Jeffrey Munroe,5.0,https://www.amazon.com/dp/B09K3DM6D7/ref=sspa_dk_detail_5?psc=1&pd_rd_i=B09K3DM6D7&pd_rd_w=MYIoj&content-id=amzn1.sym.0d1092dc-81bb-493f-8769-d5c802257e94&pf_rd_p=0d1092dc-81bb-493f-8769-d5c802257e94&pf_rd_r=K30HBEQ3H8A444EDCEFT&pd_rd_wg=qOkp2&pd_rd_r=fb041e58-adeb-4394-8126-71d4b1315331&s=apparel&sp_csd=d2lkZ2V0TmFtZT1zcF9kZXRhaWwy,B09K3KPD93,Canada,2021-12-15
Fresh Clean Threads Charcoal Grey T-Shirt for Men - Soft and Fit Mens T-Shirt - Cotton Poly Blend - Pre Shrunk Premium Tee,"Clothing, Shoes & Jewelry",24.0,Amazon.com,"Okay the ads are silly and the product is just a decent quality tshirt. But they are comfortable and made of decent material.

One thing to keep in mind:
Air dry these. I dried one on the lowest heat possible in my dryer and shrunk it. Not a huge amount but it definitely changed the for. Since then I've been air drying and no more shrinking.",Nice tshirt,Zed,4.0,https://www.amazon.com/dp/B0B57RTV4B/ref=sl_ob_desktop_sp_0_2_v2_sspa_dk_detail_0?psc=1&pd_rd_w=1WKdw&pf_rd_p=289a51a0-0ac3-4701-b856-d6c7552ab68c&pd_rd_wg=zCZdf&pf_rd_r=H4HG42V5V8NXSXZZTHQC&pd_rd_r=fa77cbdc-6b57-423f-b367-680b1642e884&sp_csd=d2lkZ2V0TmFtZT1zcF9kZXRhaWxfdGhlbWF0aWM&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEzSFRFRUE5QUI1T1IzJmVuY3J5cHRlZElkPUEwNTg3NjAyMjc4T1pVQUVTSFRONSZlbmNyeXB0ZWRBZElkPUEwNzk1MjQyN1VYM1lBVFlTMlY3JndpZGdldE5hbWU9c3BfZGV0YWlsX3RoZW1hdGljJmFjdGlvbj1jbGlja1JlZGlyZWN0JmRvTm90TG9nQ2xpY2s9dHJ1ZQ==,B0CJLYWQGR, United States,2023-07-16
Fresh Clean Threads Charcoal Grey T-Shirt for Men - Soft and Fit Mens T-Shirt - Cotton Poly Blend - Pre Shrunk Premium Tee,"Clothing, Shoes & Jewelry",24.0,Amazon.com,"More of a slim fit, could have used a fuller cut, or I just need to lose some weight",Fit is a little snug,John,4.0,https://www.amazon.com/dp/B0B57RTV4B/ref=sl_ob_desktop_sp_0_2_v2_sspa_dk_detail_0?psc=1&pd_rd_w=1WKdw&pf_rd_p=289a51a0-0ac3-4701-b856-d6c7552ab68c&pd_rd_wg=zCZdf&pf_rd_r=H4HG42V5V8NXSXZZTHQC&pd_rd_r=fa77cbdc-6b57-423f-b367-680b1642e884&sp_csd=d2lkZ2V0TmFtZT1zcF9kZXRhaWxfdGhlbWF0aWM&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEzSFRFRUE5QUI1T1IzJmVuY3J5cHRlZElkPUEwNTg3NjAyMjc4T1pVQUVTSFRONSZlbmNyeXB0ZWRBZElkPUEwNzk1MjQyN1VYM1lBVFlTMlY3JndpZGdldE5hbWU9c3BfZGV0YWlsX3RoZW1hdGljJmFjdGlvbj1jbGlja1JlZGlyZWN0JmRvTm90TG9nQ2xpY2s9dHJ1ZQ==,B0CJLYWQGR, United States,2023-08-09
Fresh Clean Threads Charcoal Grey T-Shirt for Men - Soft and Fit Mens T-Shirt - Cotton Poly Blend - Pre Shrunk Premium Tee,"Clothing, Shoes & Jewelry",24.0,Amazon.com,"My husband is 5’9” and 250lbs. He’s built like a body builder so he struggles to find tops that fit him appropriately without looking like a dress on him. These fit great in the right places. I wish there were more color options for him so he didn’t look like he was wearing the same shirt everyday, since we’ve bought multiple now. These also wash up well in comparison to other name brands we’ve bought. These don’t shrink up at all.",Fits well,Lacy Oaks,5.0,https://www.amazon.com/dp/B0B57RTV4B/ref=sl_ob_desktop_sp_0_2_v2_sspa_dk_detail_0?psc=1&pd_rd_w=1WKdw&pf_rd_p=289a51a0-0ac3-4701-b856-d6c7552ab68c&pd_rd_wg=zCZdf&pf_rd_r=H4HG42V5V8NXSXZZTHQC&pd_rd_r=fa77cbdc-6b57-423f-b367-680b1642e884&sp_csd=d2lkZ2V0TmFtZT1zcF9kZXRhaWxfdGhlbWF0aWM&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEzSFRFRUE5QUI1T1IzJmVuY3J5cHRlZElkPUEwNTg3NjAyMjc4T1pVQUVTSFRONSZlbmNyeXB0ZWRBZElkPUEwNzk1MjQyN1VYM1lBVFlTMlY3JndpZGdldE5hbWU9c3BfZGV0YWlsX3RoZW1hdGljJmFjdGlvbj1jbGlja1JlZGlyZWN0JmRvTm90TG9nQ2xpY2s9dHJ1ZQ==,B0CJLYWQGR, United States,2023-08-03
Fresh Clean Threads Charcoal Grey T-Shirt for Men - Soft and Fit Mens T-Shirt - Cotton Poly Blend - Pre Shrunk Premium Tee,"Clothing, Shoes & Jewelry",24.0,Amazon.com,Nice shirt. I like the cut and the way it looks on me. I would buy more of them if I could catch a nice deal.,Good tshirt,Eric McKinstry,4.0,https://www.amazon.com/dp/B0B57RTV4B/ref=sl_ob_desktop_sp_0_2_v2_sspa_dk_detail_0?psc=1&pd_rd_w=1WKdw&pf_rd_p=289a51a0-0ac3-4701-b856-d6c7552ab68c&pd_rd_wg=zCZdf&pf_rd_r=H4HG42V5V8NXSXZZTHQC&pd_rd_r=fa77cbdc-6b57-423f-b367-680b1642e884&sp_csd=d2lkZ2V0TmFtZT1zcF9kZXRhaWxfdGhlbWF0aWM&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEzSFRFRUE5QUI1T1IzJmVuY3J5cHRlZElkPUEwNTg3NjAyMjc4T1pVQUVTSFRONSZlbmNyeXB0ZWRBZElkPUEwNzk1MjQyN1VYM1lBVFlTMlY3JndpZGdldE5hbWU9c3BfZGV0YWlsX3RoZW1hdGljJmFjdGlvbj1jbGlja1JlZGlyZWN0JmRvTm90TG9nQ2xpY2s9dHJ1ZQ==,B0CJLYWQGR, United States,2023-07-26
Fresh Clean Threads Charcoal Grey T-Shirt for Men - Soft and Fit Mens T-Shirt - Cotton Poly Blend - Pre Shrunk Premium Tee,"Clothing, Shoes & Jewelry",24.0,Amazon.com,"My husband loves this shirt and wears it so much. He’s gotten several more, they are all holding up well. They are great quality and fit him great! Love that the color isn’t washing out, still looks new.",Great shirt! High quality!,Laura Hill,5.0,https://www.amazon.com/dp/B0B57RTV4B/ref=sl_ob_desktop_sp_0_2_v2_sspa_dk_detail_0?psc=1&pd_rd_w=1WKdw&pf_rd_p=289a51a0-0ac3-4701-b856-d6c7552ab68c&pd_rd_wg=zCZdf&pf_rd_r=H4HG42V5V8NXSXZZTHQC&pd_rd_r=fa77cbdc-6b57-423f-b367-680b1642e884&sp_csd=d2lkZ2V0TmFtZT1zcF9kZXRhaWxfdGhlbWF0aWM&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEzSFRFRUE5QUI1T1IzJmVuY3J5cHRlZElkPUEwNTg3NjAyMjc4T1pVQUVTSFRONSZlbmNyeXB0ZWRBZElkPUEwNzk1MjQyN1VYM1lBVFlTMlY3JndpZGdldE5hbWU9c3BfZGV0YWlsX3RoZW1hdGljJmFjdGlvbj1jbGlja1JlZGlyZWN0JmRvTm90TG9nQ2xpY2s9dHJ1ZQ==,B0CJLYWQGR, United States,2023-08-16
Fresh Clean Threads Charcoal Grey T-Shirt for Men - Soft and Fit Mens T-Shirt - Cotton Poly Blend - Pre Shrunk Premium Tee,"Clothing, Shoes & Jewelry",24.0,Amazon.com,"Same as most T shirts. Soft, and size is the same as every other.","Just a shirt, nothing special.",Amazon Customer,4.0,https://www.amazon.com/dp/B0B57RTV4B/ref=sl_ob_desktop_sp_0_2_v2_sspa_dk_detail_0?psc=1&pd_rd_w=1WKdw&pf_rd_p=289a51a0-0ac3-4701-b856-d6c7552ab68c&pd_rd_wg=zCZdf&pf_rd_r=H4HG42V5V8NXSXZZTHQC&pd_rd_r=fa77cbdc-6b57-423f-b367-680b1642e884&sp_csd=d2lkZ2V0TmFtZT1zcF9kZXRhaWxfdGhlbWF0aWM&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEzSFRFRUE5QUI1T1IzJmVuY3J5cHRlZElkPUEwNTg3NjAyMjc4T1pVQUVTSFRONSZlbmNyeXB0ZWRBZElkPUEwNzk1MjQyN1VYM1lBVFlTMlY3JndpZGdldE5hbWU9c3BfZGV0YWlsX3RoZW1hdGljJmFjdGlvbj1jbGlja1JlZGlyZWN0JmRvTm90TG9nQ2xpY2s9dHJ1ZQ==,B0CJLYWQGR, United States,2023-07-17
Fresh Clean Threads Charcoal Grey T-Shirt for Men - Soft and Fit Mens T-Shirt - Cotton Poly Blend - Pre Shrunk Premium Tee,"Clothing, Shoes & Jewelry",24.0,Amazon.com,My husband is 6’2” and wears an XL athletic shirt. The XL was waaaay too baggy for him even after washing in warm water and drying in the dryer. The problem is if we go down to a L it will be too short. These are not the shirts for him unfortunately and may present problems for taller guys. I think we will either give away the 2 I bought or use them for pajama shirts (I already washed them or I would return both).,Too baggy or too short - take your pick,Emily,3.0,https://www.amazon.com/dp/B0B57RTV4B/ref=sl_ob_desktop_sp_0_2_v2_sspa_dk_detail_0?psc=1&pd_rd_w=1WKdw&pf_rd_p=289a51a0-0ac3-4701-b856-d6c7552ab68c&pd_rd_wg=zCZdf&pf_rd_r=H4HG42V5V8NXSXZZTHQC&pd_rd_r=fa77cbdc-6b57-423f-b367-680b1642e884&sp_csd=d2lkZ2V0TmFtZT1zcF9kZXRhaWxfdGhlbWF0aWM&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEzSFRFRUE5QUI1T1IzJmVuY3J5cHRlZElkPUEwNTg3NjAyMjc4T1pVQUVTSFRONSZlbmNyeXB0ZWRBZElkPUEwNzk1MjQyN1VYM1lBVFlTMlY3JndpZGdldE5hbWU9c3BfZGV0YWlsX3RoZW1hdGljJmFjdGlvbj1jbGlja1JlZGlyZWN0JmRvTm90TG9nQ2xpY2s9dHJ1ZQ==,B0CJLYWQGR, United States,2023-07-18
Fresh Clean Threads Charcoal Grey T-Shirt for Men - Soft and Fit Mens T-Shirt - Cotton Poly Blend - Pre Shrunk Premium Tee,"Clothing, Shoes & Jewelry",24.0,Amazon.com,"This product is exactly what I've been looking for, glad I found it here",BEST PRICE FOR A GREAT PRODUCT,Kindle Customer,5.0,https://www.amazon.com/dp/B0B57RTV4B/ref=sl_ob_desktop_sp_0_2_v2_sspa_dk_detail_0?psc=1&pd_rd_w=1WKdw&pf_rd_p=289a51a0-0ac3-4701-b856-d6c7552ab68c&pd_rd_wg=zCZdf&pf_rd_r=H4HG42V5V8NXSXZZTHQC&pd_rd_r=fa77cbdc-6b57-423f-b367-680b1642e884&sp_csd=d2lkZ2V0TmFtZT1zcF9kZXRhaWxfdGhlbWF0aWM&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEzSFRFRUE5QUI1T1IzJmVuY3J5cHRlZElkPUEwNTg3NjAyMjc4T1pVQUVTSFRONSZlbmNyeXB0ZWRBZElkPUEwNzk1MjQyN1VYM1lBVFlTMlY3JndpZGdldE5hbWU9c3BfZGV0YWlsX3RoZW1hdGljJmFjdGlvbj1jbGlja1JlZGlyZWN0JmRvTm90TG9nQ2xpY2s9dHJ1ZQ==,B0CJLYWQGR, United States,2023-07-27
Fresh Clean Threads Charcoal Grey T-Shirt for Men - Soft and Fit Mens T-Shirt - Cotton Poly Blend - Pre Shrunk Premium Tee,"Clothing, Shoes & Jewelry",24.0,Amazon.com,"I'm typically between a medium and a large in most brands. Medium fits me nicely. Super soft and as indicated not boxy or wide. Finally a fitted t. I havent tried the other brand that is true, but this one works at a lower price point, I'm happy.",Great Fit,Paul,5.0,https://www.amazon.com/dp/B0B57RTV4B/ref=sl_ob_desktop_sp_0_2_v2_sspa_dk_detail_0?psc=1&pd_rd_w=1WKdw&pf_rd_p=289a51a0-0ac3-4701-b856-d6c7552ab68c&pd_rd_wg=zCZdf&pf_rd_r=H4HG42V5V8NXSXZZTHQC&pd_rd_r=fa77cbdc-6b57-423f-b367-680b1642e884&sp_csd=d2lkZ2V0TmFtZT1zcF9kZXRhaWxfdGhlbWF0aWM&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEzSFRFRUE5QUI1T1IzJmVuY3J5cHRlZElkPUEwNTg3NjAyMjc4T1pVQUVTSFRONSZlbmNyeXB0ZWRBZElkPUEwNzk1MjQyN1VYM1lBVFlTMlY3JndpZGdldE5hbWU9c3BfZGV0YWlsX3RoZW1hdGljJmFjdGlvbj1jbGlja1JlZGlyZWN0JmRvTm90TG9nQ2xpY2s9dHJ1ZQ==,B0CJLYWQGR,Canada,2023-07-28
Fresh Clean Threads Charcoal Grey T-Shirt for Men - Soft and Fit Mens T-Shirt - Cotton Poly Blend - Pre Shrunk Premium Tee,"Clothing, Shoes & Jewelry",24.0,Amazon.com,"The shirt was just received, pkg opened and tried on right away. Noticed something on the shoulder, thought it was a thread, turns out, someone’s eyelashes were stuck to the shirt. A little concerning!!","Great t-shirt, minus the adhesive eyelashes",ABailz,3.0,https://www.amazon.com/dp/B0B57RTV4B/ref=sl_ob_desktop_sp_0_2_v2_sspa_dk_detail_0?psc=1&pd_rd_w=1WKdw&pf_rd_p=289a51a0-0ac3-4701-b856-d6c7552ab68c&pd_rd_wg=zCZdf&pf_rd_r=H4HG42V5V8NXSXZZTHQC&pd_rd_r=fa77cbdc-6b57-423f-b367-680b1642e884&sp_csd=d2lkZ2V0TmFtZT1zcF9kZXRhaWxfdGhlbWF0aWM&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEzSFRFRUE5QUI1T1IzJmVuY3J5cHRlZElkPUEwNTg3NjAyMjc4T1pVQUVTSFRONSZlbmNyeXB0ZWRBZElkPUEwNzk1MjQyN1VYM1lBVFlTMlY3JndpZGdldE5hbWU9c3BfZGV0YWlsX3RoZW1hdGljJmFjdGlvbj1jbGlja1JlZGlyZWN0JmRvTm90TG9nQ2xpY2s9dHJ1ZQ==,B0CJLYWQGR,Canada,2023-08-25
Fresh Clean Threads Charcoal Grey T-Shirt for Men - Soft and Fit Mens T-Shirt - Cotton Poly Blend - Pre Shrunk Premium Tee,"Clothing, Shoes & Jewelry",24.0,Amazon.com,Great thank you ....,Great thank you ....,Ron Miller,5.0,https://www.amazon.com/dp/B0B57RTV4B/ref=sl_ob_desktop_sp_0_2_v2_sspa_dk_detail_0?psc=1&pd_rd_w=1WKdw&pf_rd_p=289a51a0-0ac3-4701-b856-d6c7552ab68c&pd_rd_wg=zCZdf&pf_rd_r=H4HG42V5V8NXSXZZTHQC&pd_rd_r=fa77cbdc-6b57-423f-b367-680b1642e884&sp_csd=d2lkZ2V0TmFtZT1zcF9kZXRhaWxfdGhlbWF0aWM&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEzSFRFRUE5QUI1T1IzJmVuY3J5cHRlZElkPUEwNTg3NjAyMjc4T1pVQUVTSFRONSZlbmNyeXB0ZWRBZElkPUEwNzk1MjQyN1VYM1lBVFlTMlY3JndpZGdldE5hbWU9c3BfZGV0YWlsX3RoZW1hdGljJmFjdGlvbj1jbGlja1JlZGlyZWN0JmRvTm90TG9nQ2xpY2s9dHJ1ZQ==,B0CJLYWQGR,Canada,2023-07-13
Fresh Clean Threads Charcoal Grey T-Shirt for Men - Soft and Fit Mens T-Shirt - Cotton Poly Blend - Pre Shrunk Premium Tee,"Clothing, Shoes & Jewelry",24.0,Amazon.com,Don't buy the marketing hype. Quality t shirt but fits a little oversize. Probably better if I had a bigger belly. Not worth $30.,Standard t shirt,Alan,3.0,https://www.amazon.com/dp/B0B57RTV4B/ref=sl_ob_desktop_sp_0_2_v2_sspa_dk_detail_0?psc=1&pd_rd_w=1WKdw&pf_rd_p=289a51a0-0ac3-4701-b856-d6c7552ab68c&pd_rd_wg=zCZdf&pf_rd_r=H4HG42V5V8NXSXZZTHQC&pd_rd_r=fa77cbdc-6b57-423f-b367-680b1642e884&sp_csd=d2lkZ2V0TmFtZT1zcF9kZXRhaWxfdGhlbWF0aWM&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEzSFRFRUE5QUI1T1IzJmVuY3J5cHRlZElkPUEwNTg3NjAyMjc4T1pVQUVTSFRONSZlbmNyeXB0ZWRBZElkPUEwNzk1MjQyN1VYM1lBVFlTMlY3JndpZGdldE5hbWU9c3BfZGV0YWlsX3RoZW1hdGljJmFjdGlvbj1jbGlja1JlZGlyZWN0JmRvTm90TG9nQ2xpY2s9dHJ1ZQ==,B0CJLYWQGR,Canada,2023-04-30
Fresh Clean Threads Charcoal Grey T-Shirt for Men - Soft and Fit Mens T-Shirt - Cotton Poly Blend - Pre Shrunk Premium Tee,"Clothing, Shoes & Jewelry",24.0,Amazon.com,Fit is awesome! feels awesome! Looks awesome!,Awesome shirts!,HONEST AUTO REPAIR,5.0,https://www.amazon.com/dp/B0B57RTV4B/ref=sl_ob_desktop_sp_0_2_v2_sspa_dk_detail_0?psc=1&pd_rd_w=1WKdw&pf_rd_p=289a51a0-0ac3-4701-b856-d6c7552ab68c&pd_rd_wg=zCZdf&pf_rd_r=H4HG42V5V8NXSXZZTHQC&pd_rd_r=fa77cbdc-6b57-423f-b367-680b1642e884&sp_csd=d2lkZ2V0TmFtZT1zcF9kZXRhaWxfdGhlbWF0aWM&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEzSFRFRUE5QUI1T1IzJmVuY3J5cHRlZElkPUEwNTg3NjAyMjc4T1pVQUVTSFRONSZlbmNyeXB0ZWRBZElkPUEwNzk1MjQyN1VYM1lBVFlTMlY3JndpZGdldE5hbWU9c3BfZGV0YWlsX3RoZW1hdGljJmFjdGlvbj1jbGlja1JlZGlyZWN0JmRvTm90TG9nQ2xpY2s9dHJ1ZQ==,B0CJLYWQGR,Canada,2023-05-20
Plaid&Plain Men’s Slim Fit Jeans Tapered Jeans,"Clothing, Shoes & Jewelry",18.99,Amazon.com,Our son loved these jeans. He’s tall and lanky. They fit him great.,Great Fit,Dianne From Monroe,5.0,https://www.amazon.com/dp/B08ZN2Q1TP/ref=sspa_dk_detail_2?psc=1&pd_rd_i=B08ZN2Q1TP&pd_rd_w=mB9Ly&content-id=amzn1.sym.a53ea610-e450-44d1-897e-68c0c718bf50&pf_rd_p=a53ea610-e450-44d1-897e-68c0c718bf50&pf_rd_r=QYM52ECXFVXGSYYPFP38&pd_rd_wg=aNcvM&pd_rd_r=e110abec-37b3-4daa-a824-3be7e24db2c1&s=apparel&sp_csd=d2lkZ2V0TmFtZT1zcF9kZXRhaWxfdGhlbWF0aWM,B08ZN2H65X, United States,2023-09-21
Plaid&Plain Men’s Slim Fit Jeans Tapered Jeans,"Clothing, Shoes & Jewelry",18.99,Amazon.com,Nice jeans. Slim is like extreme slim in the hip/thigh area. Great quality jeans.,Great quality…. Just too small in the hip/thigh area for my son. Otherwise nice jeans.,Cute. But very narrow.,4.0,https://www.amazon.com/dp/B08ZN2Q1TP/ref=sspa_dk_detail_2?psc=1&pd_rd_i=B08ZN2Q1TP&pd_rd_w=mB9Ly&content-id=amzn1.sym.a53ea610-e450-44d1-897e-68c0c718bf50&pf_rd_p=a53ea610-e450-44d1-897e-68c0c718bf50&pf_rd_r=QYM52ECXFVXGSYYPFP38&pd_rd_wg=aNcvM&pd_rd_r=e110abec-37b3-4daa-a824-3be7e24db2c1&s=apparel&sp_csd=d2lkZ2V0TmFtZT1zcF9kZXRhaWxfdGhlbWF0aWM,B08ZN2H65X, United States,2023-08-11
Plaid&Plain Men’s Slim Fit Jeans Tapered Jeans,"Clothing, Shoes & Jewelry",18.99,Amazon.com,"Gift 4 my grandson. He like them. He was happy with them
That was made them the best to me",17 yr old grandson likes them.,carolyn podgorny,4.0,https://www.amazon.com/dp/B08ZN2Q1TP/ref=sspa_dk_detail_2?psc=1&pd_rd_i=B08ZN2Q1TP&pd_rd_w=mB9Ly&content-id=amzn1.sym.a53ea610-e450-44d1-897e-68c0c718bf50&pf_rd_p=a53ea610-e450-44d1-897e-68c0c718bf50&pf_rd_r=QYM52ECXFVXGSYYPFP38&pd_rd_wg=aNcvM&pd_rd_r=e110abec-37b3-4daa-a824-3be7e24db2c1&s=apparel&sp_csd=d2lkZ2V0TmFtZT1zcF9kZXRhaWxfdGhlbWF0aWM,B08ZN2H65X, United States,2023-07-25
Plaid&Plain Men’s Slim Fit Jeans Tapered Jeans,"Clothing, Shoes & Jewelry",18.99,Amazon.com,"Came as expected, lightweight, suitable for the tropics",Good for price,Timmerz,4.0,https://www.amazon.com/dp/B08ZN2Q1TP/ref=sspa_dk_detail_2?psc=1&pd_rd_i=B08ZN2Q1TP&pd_rd_w=mB9Ly&content-id=amzn1.sym.a53ea610-e450-44d1-897e-68c0c718bf50&pf_rd_p=a53ea610-e450-44d1-897e-68c0c718bf50&pf_rd_r=QYM52ECXFVXGSYYPFP38&pd_rd_wg=aNcvM&pd_rd_r=e110abec-37b3-4daa-a824-3be7e24db2c1&s=apparel&sp_csd=d2lkZ2V0TmFtZT1zcF9kZXRhaWxfdGhlbWF0aWM,B08ZN2H65X, United States,2023-06-27
Plaid&Plain Men’s Slim Fit Jeans Tapered Jeans,"Clothing, Shoes & Jewelry",18.99,Amazon.com,Like the fit and the quality seems nice for $20 jeans,Great jeans for a great price,Jenga1,5.0,https://www.amazon.com/dp/B08ZN2Q1TP/ref=sspa_dk_detail_2?psc=1&pd_rd_i=B08ZN2Q1TP&pd_rd_w=mB9Ly&content-id=amzn1.sym.a53ea610-e450-44d1-897e-68c0c718bf50&pf_rd_p=a53ea610-e450-44d1-897e-68c0c718bf50&pf_rd_r=QYM52ECXFVXGSYYPFP38&pd_rd_wg=aNcvM&pd_rd_r=e110abec-37b3-4daa-a824-3be7e24db2c1&s=apparel&sp_csd=d2lkZ2V0TmFtZT1zcF9kZXRhaWxfdGhlbWF0aWM,B08ZN2H65X, United States,2023-08-17
Plaid&Plain Men’s Slim Fit Jeans Tapered Jeans,"Clothing, Shoes & Jewelry",18.99,Amazon.com,"Good fit,I’m satisfied…",Good fit,Greg Fox,4.0,https://www.amazon.com/dp/B08ZN2Q1TP/ref=sspa_dk_detail_2?psc=1&pd_rd_i=B08ZN2Q1TP&pd_rd_w=mB9Ly&content-id=amzn1.sym.a53ea610-e450-44d1-897e-68c0c718bf50&pf_rd_p=a53ea610-e450-44d1-897e-68c0c718bf50&pf_rd_r=QYM52ECXFVXGSYYPFP38&pd_rd_wg=aNcvM&pd_rd_r=e110abec-37b3-4daa-a824-3be7e24db2c1&s=apparel&sp_csd=d2lkZ2V0TmFtZT1zcF9kZXRhaWxfdGhlbWF0aWM,B08ZN2H65X, United States,2023-05-31
Plaid&Plain Men’s Slim Fit Jeans Tapered Jeans,"Clothing, Shoes & Jewelry",18.99,Amazon.com,"I bought them just for testing and because I needed a pair of jeans and I had forgotten my favorites at home. But they are very comfortable and light, they seem to be of good quality",better than what i expected,Danilo Chiri,5.0,https://www.amazon.com/dp/B08ZN2Q1TP/ref=sspa_dk_detail_2?psc=1&pd_rd_i=B08ZN2Q1TP&pd_rd_w=mB9Ly&content-id=amzn1.sym.a53ea610-e450-44d1-897e-68c0c718bf50&pf_rd_p=a53ea610-e450-44d1-897e-68c0c718bf50&pf_rd_r=QYM52ECXFVXGSYYPFP38&pd_rd_wg=aNcvM&pd_rd_r=e110abec-37b3-4daa-a824-3be7e24db2c1&s=apparel&sp_csd=d2lkZ2V0TmFtZT1zcF9kZXRhaWxfdGhlbWF0aWM,B08ZN2H65X, United States,2023-07-03
Plaid&Plain Men’s Slim Fit Jeans Tapered Jeans,"Clothing, Shoes & Jewelry",18.99,Amazon.com,N/a,Looks great,edbone,4.0,https://www.amazon.com/dp/B08ZN2Q1TP/ref=sspa_dk_detail_2?psc=1&pd_rd_i=B08ZN2Q1TP&pd_rd_w=mB9Ly&content-id=amzn1.sym.a53ea610-e450-44d1-897e-68c0c718bf50&pf_rd_p=a53ea610-e450-44d1-897e-68c0c718bf50&pf_rd_r=QYM52ECXFVXGSYYPFP38&pd_rd_wg=aNcvM&pd_rd_r=e110abec-37b3-4daa-a824-3be7e24db2c1&s=apparel&sp_csd=d2lkZ2V0TmFtZT1zcF9kZXRhaWxfdGhlbWF0aWM,B08ZN2H65X, United States,2023-03-31
Plaid&Plain Men’s Slim Fit Jeans Tapered Jeans,"Clothing, Shoes & Jewelry",18.99,Amazon.com,Me llegaron bien solo que quedan un poco ajustados de la pantorrilla diría que en eso es un poco engañosa la imagen pero si son delgados no tendran problema con ello,Buenos,Jorge Luis Peña Solis,5.0,https://www.amazon.com/dp/B08ZN2Q1TP/ref=sspa_dk_detail_2?psc=1&pd_rd_i=B08ZN2Q1TP&pd_rd_w=mB9Ly&content-id=amzn1.sym.a53ea610-e450-44d1-897e-68c0c718bf50&pf_rd_p=a53ea610-e450-44d1-897e-68c0c718bf50&pf_rd_r=QYM52ECXFVXGSYYPFP38&pd_rd_wg=aNcvM&pd_rd_r=e110abec-37b3-4daa-a824-3be7e24db2c1&s=apparel&sp_csd=d2lkZ2V0TmFtZT1zcF9kZXRhaWxfdGhlbWF0aWM,B08ZN2H65X,Mexico,2023-04-26
Nike Men's Court Vision Mid Sneaker,"Clothing, Shoes & Jewelry",101.0,Amazon.com,"For some reason, the NIKE box was torn and held together with a rubber band. The shoes were ok, but this happened before they were put in the Amazon 'bag' for shipping.","How did this happen, with no purchase discount?",Gregarious,5.0,https://www.amazon.com/dp/B07NMZBF99/ref=sspa_dk_detail_5?psc=1&pd_rd_i=B07NMZBF99&pd_rd_w=3X5xi&content-id=amzn1.sym.386c274b-4bfe-4421-9052-a1a56db557ab&pf_rd_p=386c274b-4bfe-4421-9052-a1a56db557ab&pf_rd_r=GM52G404CKGS8EPXAQXH&pd_rd_wg=YlrnC&pd_rd_r=0503b641-c210-49f7-9bec-0d6720e8b6bc&s=shoes&sp_csd=d2lkZ2V0TmFtZT1zcF9kZXRhaWxfdGhlbWF0aWM,B07NMZBF7V, United States,2023-08-16
