product_name,category,price,merchant_info,review,review_title,reviewer_name,rating,product_url,product_sku,country,date
MARSVOVO Mens Running Shoes Non Slip Walking Workout Tennis Mesh Fashion Sneakers,"Clothing, Shoes & Jewelry",30.99,Amazon.com,Great fitting nonskid shoe… excellent price!,Comfortable fit!,Donna Evelyn Vaughan,5.0,https://www.amazon.com/dp/B09MYG5YQL/ref=sspa_dk_detail_2?psc=1&pd_rd_i=B09MYG5YQL&pd_rd_w=jaKJC&content-id=amzn1.sym.386c274b-4bfe-4421-9052-a1a56db557ab&pf_rd_p=386c274b-4bfe-4421-9052-a1a56db557ab&pf_rd_r=DET5XTCZMFVYTVSH2J0V&pd_rd_wg=z86uI&pd_rd_r=892b6ec4-c165-4748-ba6d-e2d47db24c8a&s=shoes&sp_csd=d2lkZ2V0TmFtZT1zcF9kZXRhaWxfdGhlbWF0aWM&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEzUjVGMEMxNzgyTFkmZW5jcnlwdGVkSWQ9QTA0NTcyMjAyVkFLS0M1Vk5XMzdCJmVuY3J5cHRlZEFkSWQ9QTA4NDExNDExSVZWOEJPTVYxNDNaJndpZGdldE5hbWU9c3BfZGV0YWlsX3RoZW1hdGljJmFjdGlvbj1jbGlja1JlZGlyZWN0JmRvTm90TG9nQ2xpY2s9dHJ1ZQ==,B09MY65N14, United States,2023-08-05
MARSVOVO Mens Running Shoes Non Slip Walking Workout Tennis Mesh Fashion Sneakers,"Clothing, Shoes & Jewelry",30.99,Amazon.com,Realmente comodos,Comodidad,Nelson Fabio Sevilla Salazar,5.0,https://www.amazon.com/dp/B09MYG5YQL/ref=sspa_dk_detail_2?psc=1&pd_rd_i=B09MYG5YQL&pd_rd_w=jaKJC&content-id=amzn1.sym.386c274b-4bfe-4421-9052-a1a56db557ab&pf_rd_p=386c274b-4bfe-4421-9052-a1a56db557ab&pf_rd_r=DET5XTCZMFVYTVSH2J0V&pd_rd_wg=z86uI&pd_rd_r=892b6ec4-c165-4748-ba6d-e2d47db24c8a&s=shoes&sp_csd=d2lkZ2V0TmFtZT1zcF9kZXRhaWxfdGhlbWF0aWM&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEzUjVGMEMxNzgyTFkmZW5jcnlwdGVkSWQ9QTA0NTcyMjAyVkFLS0M1Vk5XMzdCJmVuY3J5cHRlZEFkSWQ9QTA4NDExNDExSVZWOEJPTVYxNDNaJndpZGdldE5hbWU9c3BfZGV0YWlsX3RoZW1hdGljJmFjdGlvbj1jbGlja1JlZGlyZWN0JmRvTm90TG9nQ2xpY2s9dHJ1ZQ==,B09MY65N14, United States,2023-08-08
MAGCOMSEN Men's Tactical Jacket Winter Snow Ski Jacket Water Resistant Softshell Fleece Lined Winter Coats Multi-Pockets,"Clothing, Shoes & Jewelry",55.98,Amazon.com,"Muy buen servicio
Llego antes del tiempo indicado
Muchas gracias",Producto destacado super ohhhh,Llego antes de tiempo super bien empacado cumpliendo con lo que se buscaba muchas gracias,5.0,https://www.amazon.com/dp/B07YJVD8ZQ/ref=sl_ob_desktop_sp_0_2_v2_sspa_dk_detail_0?psc=1&pd_rd_w=hXMNm&pf_rd_p=289a51a0-0ac3-4701-b856-d6c7552ab68c&pd_rd_wg=4lK1t&pf_rd_r=15E16Y5CDAZ56EH76BQ9&pd_rd_r=12cb9fa7-6d26-4818-bc22-463175b5e599&sp_csd=d2lkZ2V0TmFtZT1zcF9kZXRhaWxfdGhlbWF0aWM&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEzQjRLMFhIN0xUQURTJmVuY3J5cHRlZElkPUEwMzAyNTgyMkgzS0w1MURUUUk3QSZlbmNyeXB0ZWRBZElkPUEwMTU3OTQ4MzJHWDYzVTdJSEFVWiZ3aWRnZXROYW1lPXNwX2RldGFpbF90aGVtYXRpYyZhY3Rpb249Y2xpY2tSZWRpcmVjdCZkb05vdExvZ0NsaWNrPXRydWU=,B07FPNPH1H, United States,2023-08-13
MAGCOMSEN Men's Tactical Jacket Winter Snow Ski Jacket Water Resistant Softshell Fleece Lined Winter Coats Multi-Pockets,"Clothing, Shoes & Jewelry",55.98,Amazon.com,"Overall jacket is very good, nice material my only complaint, otherwise would have been 5 stars, is that the main zipper is on the left. The zipper could have been heavier and special care is required when unzipping",Good quality,Layne,4.0,https://www.amazon.com/dp/B07YJVD8ZQ/ref=sl_ob_desktop_sp_0_2_v2_sspa_dk_detail_0?psc=1&pd_rd_w=hXMNm&pf_rd_p=289a51a0-0ac3-4701-b856-d6c7552ab68c&pd_rd_wg=4lK1t&pf_rd_r=15E16Y5CDAZ56EH76BQ9&pd_rd_r=12cb9fa7-6d26-4818-bc22-463175b5e599&sp_csd=d2lkZ2V0TmFtZT1zcF9kZXRhaWxfdGhlbWF0aWM&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEzQjRLMFhIN0xUQURTJmVuY3J5cHRlZElkPUEwMzAyNTgyMkgzS0w1MURUUUk3QSZlbmNyeXB0ZWRBZElkPUEwMTU3OTQ4MzJHWDYzVTdJSEFVWiZ3aWRnZXROYW1lPXNwX2RldGFpbF90aGVtYXRpYyZhY3Rpb249Y2xpY2tSZWRpcmVjdCZkb05vdExvZ0NsaWNrPXRydWU=,B07FPNPH1H, United States,2023-03-20
MAGCOMSEN Men's Tactical Jacket Winter Snow Ski Jacket Water Resistant Softshell Fleece Lined Winter Coats Multi-Pockets,"Clothing, Shoes & Jewelry",55.98,Amazon.com,"This jacket is so nice! Not heavy, not bulky, just right! The first day I wore it I was sweating after about an hour of wearing it thinking I needed it but the moment I took it off I was freezing again. It’s got so many pockets and zippers for flow of air. I think everyday I learn something new I love about it. Like the hood can be folded in the zipper and stores or simply taken off with a zipper. I am happy with my purchase for sure!!! 5*",Heat Trapper!,Lacidric Outlaw,5.0,https://www.amazon.com/dp/B07YJVD8ZQ/ref=sl_ob_desktop_sp_0_2_v2_sspa_dk_detail_0?psc=1&pd_rd_w=hXMNm&pf_rd_p=289a51a0-0ac3-4701-b856-d6c7552ab68c&pd_rd_wg=4lK1t&pf_rd_r=15E16Y5CDAZ56EH76BQ9&pd_rd_r=12cb9fa7-6d26-4818-bc22-463175b5e599&sp_csd=d2lkZ2V0TmFtZT1zcF9kZXRhaWxfdGhlbWF0aWM&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEzQjRLMFhIN0xUQURTJmVuY3J5cHRlZElkPUEwMzAyNTgyMkgzS0w1MURUUUk3QSZlbmNyeXB0ZWRBZElkPUEwMTU3OTQ4MzJHWDYzVTdJSEFVWiZ3aWRnZXROYW1lPXNwX2RldGFpbF90aGVtYXRpYyZhY3Rpb249Y2xpY2tSZWRpcmVjdCZkb05vdExvZ0NsaWNrPXRydWU=,B07FPNPH1H, United States,2023-03-08
MAGCOMSEN Men's Tactical Jacket Winter Snow Ski Jacket Water Resistant Softshell Fleece Lined Winter Coats Multi-Pockets,"Clothing, Shoes & Jewelry",55.98,Amazon.com,"I've had this jacket for about 6 months at the time I'm posting this and all I can say is I love it. The jacket fits me well not to big or small in my opinion and it makes an excellent windbreaker plus you can unzip the under arms and lower back to get some air flow without having to remove your jacket, you can also adjust the hood to fit snuggly to your head which I love btw. Now I will say this jacket will keep you dry..... for the most part, it's was raining pretty hard one day and I ended up getting wet my forearms and lower back got pretty wet, so wet I ended up having to change my clothes but the rest of my body was dry for the most part if not for that I would give this 5 stars still a good product tho.",Great product but....,Noah,4.0,https://www.amazon.com/dp/B07YJVD8ZQ/ref=sl_ob_desktop_sp_0_2_v2_sspa_dk_detail_0?psc=1&pd_rd_w=hXMNm&pf_rd_p=289a51a0-0ac3-4701-b856-d6c7552ab68c&pd_rd_wg=4lK1t&pf_rd_r=15E16Y5CDAZ56EH76BQ9&pd_rd_r=12cb9fa7-6d26-4818-bc22-463175b5e599&sp_csd=d2lkZ2V0TmFtZT1zcF9kZXRhaWxfdGhlbWF0aWM&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEzQjRLMFhIN0xUQURTJmVuY3J5cHRlZElkPUEwMzAyNTgyMkgzS0w1MURUUUk3QSZlbmNyeXB0ZWRBZElkPUEwMTU3OTQ4MzJHWDYzVTdJSEFVWiZ3aWRnZXROYW1lPXNwX2RldGFpbF90aGVtYXRpYyZhY3Rpb249Y2xpY2tSZWRpcmVjdCZkb05vdExvZ0NsaWNrPXRydWU=,B07FPNPH1H, United States,2022-04-06
MAGCOMSEN Men's Tactical Jacket Winter Snow Ski Jacket Water Resistant Softshell Fleece Lined Winter Coats Multi-Pockets,"Clothing, Shoes & Jewelry",55.98,Amazon.com,I wear it to work 3-5 days a week under a plate carrier. It’s thin enough that it doesn’t bunch up under my vest but warm enough for Montana weather (down to 0 so far). Zipper is not the greatest but overall not bad especially for the price,Good for the price,Cory smith,4.0,https://www.amazon.com/dp/B07YJVD8ZQ/ref=sl_ob_desktop_sp_0_2_v2_sspa_dk_detail_0?psc=1&pd_rd_w=hXMNm&pf_rd_p=289a51a0-0ac3-4701-b856-d6c7552ab68c&pd_rd_wg=4lK1t&pf_rd_r=15E16Y5CDAZ56EH76BQ9&pd_rd_r=12cb9fa7-6d26-4818-bc22-463175b5e599&sp_csd=d2lkZ2V0TmFtZT1zcF9kZXRhaWxfdGhlbWF0aWM&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEzQjRLMFhIN0xUQURTJmVuY3J5cHRlZElkPUEwMzAyNTgyMkgzS0w1MURUUUk3QSZlbmNyeXB0ZWRBZElkPUEwMTU3OTQ4MzJHWDYzVTdJSEFVWiZ3aWRnZXROYW1lPXNwX2RldGFpbF90aGVtYXRpYyZhY3Rpb249Y2xpY2tSZWRpcmVjdCZkb05vdExvZ0NsaWNrPXRydWU=,B07FPNPH1H, United States,2022-11-22
MAGCOMSEN Men's Tactical Jacket Winter Snow Ski Jacket Water Resistant Softshell Fleece Lined Winter Coats Multi-Pockets,"Clothing, Shoes & Jewelry",55.98,Amazon.com,"If you’re accustomed to kangaroo pockets, then this is gonna piss you off. But it’s a decent jacket otherwise. It makes for a clean look.",where are the pockets >:(,dante,4.0,https://www.amazon.com/dp/B07YJVD8ZQ/ref=sl_ob_desktop_sp_0_2_v2_sspa_dk_detail_0?psc=1&pd_rd_w=hXMNm&pf_rd_p=289a51a0-0ac3-4701-b856-d6c7552ab68c&pd_rd_wg=4lK1t&pf_rd_r=15E16Y5CDAZ56EH76BQ9&pd_rd_r=12cb9fa7-6d26-4818-bc22-463175b5e599&sp_csd=d2lkZ2V0TmFtZT1zcF9kZXRhaWxfdGhlbWF0aWM&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEzQjRLMFhIN0xUQURTJmVuY3J5cHRlZElkPUEwMzAyNTgyMkgzS0w1MURUUUk3QSZlbmNyeXB0ZWRBZElkPUEwMTU3OTQ4MzJHWDYzVTdJSEFVWiZ3aWRnZXROYW1lPXNwX2RldGFpbF90aGVtYXRpYyZhY3Rpb249Y2xpY2tSZWRpcmVjdCZkb05vdExvZ0NsaWNrPXRydWU=,B07FPNPH1H, United States,2023-01-08
MAGCOMSEN Men's Tactical Jacket Winter Snow Ski Jacket Water Resistant Softshell Fleece Lined Winter Coats Multi-Pockets,"Clothing, Shoes & Jewelry",55.98,Amazon.com,"Jacket fits well to size, well made not cheap!plenty of pockets.",Good coat!,G. Lemons,5.0,https://www.amazon.com/dp/B07YJVD8ZQ/ref=sl_ob_desktop_sp_0_2_v2_sspa_dk_detail_0?psc=1&pd_rd_w=hXMNm&pf_rd_p=289a51a0-0ac3-4701-b856-d6c7552ab68c&pd_rd_wg=4lK1t&pf_rd_r=15E16Y5CDAZ56EH76BQ9&pd_rd_r=12cb9fa7-6d26-4818-bc22-463175b5e599&sp_csd=d2lkZ2V0TmFtZT1zcF9kZXRhaWxfdGhlbWF0aWM&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEzQjRLMFhIN0xUQURTJmVuY3J5cHRlZElkPUEwMzAyNTgyMkgzS0w1MURUUUk3QSZlbmNyeXB0ZWRBZElkPUEwMTU3OTQ4MzJHWDYzVTdJSEFVWiZ3aWRnZXROYW1lPXNwX2RldGFpbF90aGVtYXRpYyZhY3Rpb249Y2xpY2tSZWRpcmVjdCZkb05vdExvZ0NsaWNrPXRydWU=,B07FPNPH1H, United States,2023-05-31
MAGCOMSEN Men's Tactical Jacket Winter Snow Ski Jacket Water Resistant Softshell Fleece Lined Winter Coats Multi-Pockets,"Clothing, Shoes & Jewelry",55.98,Amazon.com,"It’s a pretty good jacket, but the reason for me only giving it three stars is due to the color. I ordered a black but it looked kind of faded, almost like a charcoal grey instead. But it fits well and it is really warm. Overall it’s a really nice jacket.",Pretty good jacket,Theovani McPhee,3.0,https://www.amazon.com/dp/B07YJVD8ZQ/ref=sl_ob_desktop_sp_0_2_v2_sspa_dk_detail_0?psc=1&pd_rd_w=hXMNm&pf_rd_p=289a51a0-0ac3-4701-b856-d6c7552ab68c&pd_rd_wg=4lK1t&pf_rd_r=15E16Y5CDAZ56EH76BQ9&pd_rd_r=12cb9fa7-6d26-4818-bc22-463175b5e599&sp_csd=d2lkZ2V0TmFtZT1zcF9kZXRhaWxfdGhlbWF0aWM&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEzQjRLMFhIN0xUQURTJmVuY3J5cHRlZElkPUEwMzAyNTgyMkgzS0w1MURUUUk3QSZlbmNyeXB0ZWRBZElkPUEwMTU3OTQ4MzJHWDYzVTdJSEFVWiZ3aWRnZXROYW1lPXNwX2RldGFpbF90aGVtYXRpYyZhY3Rpb249Y2xpY2tSZWRpcmVjdCZkb05vdExvZ0NsaWNrPXRydWU=,B07FPNPH1H, United States,2023-04-01
MAGCOMSEN Men's Tactical Jacket Winter Snow Ski Jacket Water Resistant Softshell Fleece Lined Winter Coats Multi-Pockets,"Clothing, Shoes & Jewelry",55.98,Amazon.com,"Great Jacket. Bought XL I’m a 46-48 chest and fits great that I can still put on a t-shirt and light sweater. Regarding size it does feel a little tight in the biceps. Wide pockets at first I thought were a little high but really like them, easy to access, and deep enough that have not had to worry if items falling out. Velcro on the arm is perfect for patches and my flashlight and pen holder. Being a inter months in northern Canada always have to have a flashlight handy.

Agreed the hood folded and zipped into the collar is like wearing a neck brace or life jacket when boating. If wanting to store it out it in the pouch on the lower back.

Overall this is a great jacket that I wear outside and w at 0° and with a thermal shirt or light sweater is comfortable at -10° definitely feel this suits my needs as a late fall to early spring jacket for daily wear. If wanting to be used for colder weather and layering I would definitely go to 1 size up.",Great feeling jacket,Tyler,5.0,https://www.amazon.com/dp/B07YJVD8ZQ/ref=sl_ob_desktop_sp_0_2_v2_sspa_dk_detail_0?psc=1&pd_rd_w=hXMNm&pf_rd_p=289a51a0-0ac3-4701-b856-d6c7552ab68c&pd_rd_wg=4lK1t&pf_rd_r=15E16Y5CDAZ56EH76BQ9&pd_rd_r=12cb9fa7-6d26-4818-bc22-463175b5e599&sp_csd=d2lkZ2V0TmFtZT1zcF9kZXRhaWxfdGhlbWF0aWM&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEzQjRLMFhIN0xUQURTJmVuY3J5cHRlZElkPUEwMzAyNTgyMkgzS0w1MURUUUk3QSZlbmNyeXB0ZWRBZElkPUEwMTU3OTQ4MzJHWDYzVTdJSEFVWiZ3aWRnZXROYW1lPXNwX2RldGFpbF90aGVtYXRpYyZhY3Rpb249Y2xpY2tSZWRpcmVjdCZkb05vdExvZ0NsaWNrPXRydWU=,B07FPNPH1H,Canada,2023-01-21
MAGCOMSEN Men's Tactical Jacket Winter Snow Ski Jacket Water Resistant Softshell Fleece Lined Winter Coats Multi-Pockets,"Clothing, Shoes & Jewelry",55.98,Amazon.com,Very little is bigger in size but not that much . I like it the way it’s . Overall it’s a good product,This jacket is so comfy and fit . And mainly useful for winter seasons and hiking,Jesus is lord,4.0,https://www.amazon.com/dp/B07YJVD8ZQ/ref=sl_ob_desktop_sp_0_2_v2_sspa_dk_detail_0?psc=1&pd_rd_w=hXMNm&pf_rd_p=289a51a0-0ac3-4701-b856-d6c7552ab68c&pd_rd_wg=4lK1t&pf_rd_r=15E16Y5CDAZ56EH76BQ9&pd_rd_r=12cb9fa7-6d26-4818-bc22-463175b5e599&sp_csd=d2lkZ2V0TmFtZT1zcF9kZXRhaWxfdGhlbWF0aWM&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEzQjRLMFhIN0xUQURTJmVuY3J5cHRlZElkPUEwMzAyNTgyMkgzS0w1MURUUUk3QSZlbmNyeXB0ZWRBZElkPUEwMTU3OTQ4MzJHWDYzVTdJSEFVWiZ3aWRnZXROYW1lPXNwX2RldGFpbF90aGVtYXRpYyZhY3Rpb249Y2xpY2tSZWRpcmVjdCZkb05vdExvZ0NsaWNrPXRydWU=,B07FPNPH1H,Canada,2023-03-11
MAGCOMSEN Men's Tactical Jacket Winter Snow Ski Jacket Water Resistant Softshell Fleece Lined Winter Coats Multi-Pockets,"Clothing, Shoes & Jewelry",55.98,Amazon.com,I cant write anything bad about this. This is not a winter coat but this will be my third one and it's by far now my favourite branded combat style jacket. Si.lly adding the thinker material around the body actually is warm instead of a wind breaker style. Never had that with any other jackets. So it's way warmer than any other ones I've owned. Zippers are ok hood is terrible in the colour walk around like a neck life jacket but if you dknt want it caught on something it's good for that but I'm not walking around with a tube on my neck. I think it's just cus they use thicker material witch is great it feel better even. These fit great btw! I like a bit longer but this is proper and I feel good in it. Jackets blessed! And if you never had events before holy hell bro you need them. Driving get to warm open your arm lit vents right up and cool off 🤣🤣🤣 amazing best kne I've gotten so far. Pictures dont lie! It fits great!,Great jacket,snow,5.0,https://www.amazon.com/dp/B07YJVD8ZQ/ref=sl_ob_desktop_sp_0_2_v2_sspa_dk_detail_0?psc=1&pd_rd_w=hXMNm&pf_rd_p=289a51a0-0ac3-4701-b856-d6c7552ab68c&pd_rd_wg=4lK1t&pf_rd_r=15E16Y5CDAZ56EH76BQ9&pd_rd_r=12cb9fa7-6d26-4818-bc22-463175b5e599&sp_csd=d2lkZ2V0TmFtZT1zcF9kZXRhaWxfdGhlbWF0aWM&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEzQjRLMFhIN0xUQURTJmVuY3J5cHRlZElkPUEwMzAyNTgyMkgzS0w1MURUUUk3QSZlbmNyeXB0ZWRBZElkPUEwMTU3OTQ4MzJHWDYzVTdJSEFVWiZ3aWRnZXROYW1lPXNwX2RldGFpbF90aGVtYXRpYyZhY3Rpb249Y2xpY2tSZWRpcmVjdCZkb05vdExvZ0NsaWNrPXRydWU=,B07FPNPH1H,Canada,2020-11-28
MAGCOMSEN Men's Tactical Jacket Winter Snow Ski Jacket Water Resistant Softshell Fleece Lined Winter Coats Multi-Pockets,"Clothing, Shoes & Jewelry",55.98,Amazon.com,"A very decent jacket. The sizing is accurate... use the guide provided and do some measuring. It's def windproof and quite warm. The hood is useless, fits poorly so I just removed it. No big deal. It's easily as good as a similar North Face jacket i paid 3X as much.",Good jacket,A. Beck,4.0,https://www.amazon.com/dp/B07YJVD8ZQ/ref=sl_ob_desktop_sp_0_2_v2_sspa_dk_detail_0?psc=1&pd_rd_w=hXMNm&pf_rd_p=289a51a0-0ac3-4701-b856-d6c7552ab68c&pd_rd_wg=4lK1t&pf_rd_r=15E16Y5CDAZ56EH76BQ9&pd_rd_r=12cb9fa7-6d26-4818-bc22-463175b5e599&sp_csd=d2lkZ2V0TmFtZT1zcF9kZXRhaWxfdGhlbWF0aWM&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEzQjRLMFhIN0xUQURTJmVuY3J5cHRlZElkPUEwMzAyNTgyMkgzS0w1MURUUUk3QSZlbmNyeXB0ZWRBZElkPUEwMTU3OTQ4MzJHWDYzVTdJSEFVWiZ3aWRnZXROYW1lPXNwX2RldGFpbF90aGVtYXRpYyZhY3Rpb249Y2xpY2tSZWRpcmVjdCZkb05vdExvZ0NsaWNrPXRydWU=,B07FPNPH1H,Canada,2021-11-18
MAGCOMSEN Men's Tactical Jacket Winter Snow Ski Jacket Water Resistant Softshell Fleece Lined Winter Coats Multi-Pockets,"Clothing, Shoes & Jewelry",55.98,Amazon.com,"This jacket was a long time arriving but when it did i was very pleased with it. The material, construction are first rate. It has a number of pockets that are very useful. The hideaway hood does make the collar a little ""beefy"" but the hood can be removed. The color was a nice beige. The sleeves might be a little long but not enough to be annoying. The jacket I ordered was an XL and fit well. Great jacket!",Took Forever to Arrive,Amazon Customer,4.0,https://www.amazon.com/dp/B07YJVD8ZQ/ref=sl_ob_desktop_sp_0_2_v2_sspa_dk_detail_0?psc=1&pd_rd_w=hXMNm&pf_rd_p=289a51a0-0ac3-4701-b856-d6c7552ab68c&pd_rd_wg=4lK1t&pf_rd_r=15E16Y5CDAZ56EH76BQ9&pd_rd_r=12cb9fa7-6d26-4818-bc22-463175b5e599&sp_csd=d2lkZ2V0TmFtZT1zcF9kZXRhaWxfdGhlbWF0aWM&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEzQjRLMFhIN0xUQURTJmVuY3J5cHRlZElkPUEwMzAyNTgyMkgzS0w1MURUUUk3QSZlbmNyeXB0ZWRBZElkPUEwMTU3OTQ4MzJHWDYzVTdJSEFVWiZ3aWRnZXROYW1lPXNwX2RldGFpbF90aGVtYXRpYyZhY3Rpb249Y2xpY2tSZWRpcmVjdCZkb05vdExvZ0NsaWNrPXRydWU=,B07FPNPH1H,Canada,2020-08-06
KEFITEVD Men's Tactical Fleece Jackets Full Zip Casual Outdoor Winter Warm Jacket Multi Pockets,"Clothing, Shoes & Jewelry",43.98,Amazon.com,Fits well and is decent quality,I like it,Dimand B.,4.0,https://www.amazon.com/dp/B09K3DM6D7/ref=sspa_dk_detail_5?psc=1&pd_rd_i=B09K3DM6D7&pd_rd_w=MYIoj&content-id=amzn1.sym.0d1092dc-81bb-493f-8769-d5c802257e94&pf_rd_p=0d1092dc-81bb-493f-8769-d5c802257e94&pf_rd_r=K30HBEQ3H8A444EDCEFT&pd_rd_wg=qOkp2&pd_rd_r=fb041e58-adeb-4394-8126-71d4b1315331&s=apparel&sp_csd=d2lkZ2V0TmFtZT1zcF9kZXRhaWwy,B09K3KPD93, United States,2023-06-02
KEFITEVD Men's Tactical Fleece Jackets Full Zip Casual Outdoor Winter Warm Jacket Multi Pockets,"Clothing, Shoes & Jewelry",43.98,Amazon.com,"Nice fit, lots of pockets, but the material that lines the pockets, inside and out, feels cheap and like it could tear easily. Other than that, it's decent for the price.","Decent, except ...",Th' Dewd,4.0,https://www.amazon.com/dp/B09K3DM6D7/ref=sspa_dk_detail_5?psc=1&pd_rd_i=B09K3DM6D7&pd_rd_w=MYIoj&content-id=amzn1.sym.0d1092dc-81bb-493f-8769-d5c802257e94&pf_rd_p=0d1092dc-81bb-493f-8769-d5c802257e94&pf_rd_r=K30HBEQ3H8A444EDCEFT&pd_rd_wg=qOkp2&pd_rd_r=fb041e58-adeb-4394-8126-71d4b1315331&s=apparel&sp_csd=d2lkZ2V0TmFtZT1zcF9kZXRhaWwy,B09K3KPD93, United States,2023-01-31
KEFITEVD Men's Tactical Fleece Jackets Full Zip Casual Outdoor Winter Warm Jacket Multi Pockets,"Clothing, Shoes & Jewelry",43.98,Amazon.com,Great product and fast shipping,Great,Rhonda,5.0,https://www.amazon.com/dp/B09K3DM6D7/ref=sspa_dk_detail_5?psc=1&pd_rd_i=B09K3DM6D7&pd_rd_w=MYIoj&content-id=amzn1.sym.0d1092dc-81bb-493f-8769-d5c802257e94&pf_rd_p=0d1092dc-81bb-493f-8769-d5c802257e94&pf_rd_r=K30HBEQ3H8A444EDCEFT&pd_rd_wg=qOkp2&pd_rd_r=fb041e58-adeb-4394-8126-71d4b1315331&s=apparel&sp_csd=d2lkZ2V0TmFtZT1zcF9kZXRhaWwy,B09K3KPD93, United States,2023-05-16
KEFITEVD Men's Tactical Fleece Jackets Full Zip Casual Outdoor Winter Warm Jacket Multi Pockets,"Clothing, Shoes & Jewelry",43.98,Amazon.com,I like it but I wish there was a brown color.,It seems thick and warm enough.,MaGuyVin,5.0,https://www.amazon.com/dp/B09K3DM6D7/ref=sspa_dk_detail_5?psc=1&pd_rd_i=B09K3DM6D7&pd_rd_w=MYIoj&content-id=amzn1.sym.0d1092dc-81bb-493f-8769-d5c802257e94&pf_rd_p=0d1092dc-81bb-493f-8769-d5c802257e94&pf_rd_r=K30HBEQ3H8A444EDCEFT&pd_rd_wg=qOkp2&pd_rd_r=fb041e58-adeb-4394-8126-71d4b1315331&s=apparel&sp_csd=d2lkZ2V0TmFtZT1zcF9kZXRhaWwy,B09K3KPD93, United States,2023-05-06
KEFITEVD Men's Tactical Fleece Jackets Full Zip Casual Outdoor Winter Warm Jacket Multi Pockets,"Clothing, Shoes & Jewelry",43.98,Amazon.com,"This is the second jacket from this manufacture that I purchased. The first I have had for 10+ years and it is going strong, no tears, no issues with zippers or stitching and I use the coat mainly for traveling in colder weather. I was so impressed with the first that I wanted a second in a different color. The style is a little different than the prior version, but the quality appears to be similar. Looking forward to using this new coat.",High quality jacket at a reasonable price,S.P.Turner,5.0,https://www.amazon.com/dp/B09K3DM6D7/ref=sspa_dk_detail_5?psc=1&pd_rd_i=B09K3DM6D7&pd_rd_w=MYIoj&content-id=amzn1.sym.0d1092dc-81bb-493f-8769-d5c802257e94&pf_rd_p=0d1092dc-81bb-493f-8769-d5c802257e94&pf_rd_r=K30HBEQ3H8A444EDCEFT&pd_rd_wg=qOkp2&pd_rd_r=fb041e58-adeb-4394-8126-71d4b1315331&s=apparel&sp_csd=d2lkZ2V0TmFtZT1zcF9kZXRhaWwy,B09K3KPD93, United States,2023-01-25
KEFITEVD Men's Tactical Fleece Jackets Full Zip Casual Outdoor Winter Warm Jacket Multi Pockets,"Clothing, Shoes & Jewelry",43.98,Amazon.com,"This was the best a of a few fleece jackets I tried. The fabric is more dense than most fleece, making it a little heavier, but the density mitigates the need for a wind shell. It’s gone through the wash once without a problem.",Dense Fleece,Boydo,5.0,https://www.amazon.com/dp/B09K3DM6D7/ref=sspa_dk_detail_5?psc=1&pd_rd_i=B09K3DM6D7&pd_rd_w=MYIoj&content-id=amzn1.sym.0d1092dc-81bb-493f-8769-d5c802257e94&pf_rd_p=0d1092dc-81bb-493f-8769-d5c802257e94&pf_rd_r=K30HBEQ3H8A444EDCEFT&pd_rd_wg=qOkp2&pd_rd_r=fb041e58-adeb-4394-8126-71d4b1315331&s=apparel&sp_csd=d2lkZ2V0TmFtZT1zcF9kZXRhaWwy,B09K3KPD93, United States,2023-03-09
KEFITEVD Men's Tactical Fleece Jackets Full Zip Casual Outdoor Winter Warm Jacket Multi Pockets,"Clothing, Shoes & Jewelry",43.98,Amazon.com,This is a good quality soft shell jacket. It keeps me warm under most conditions ( not a perfect wind blocker ). My only complaint is that I found it to be a little large for it's listed size.,Comfortable to wear,Kindle Customer,5.0,https://www.amazon.com/dp/B09K3DM6D7/ref=sspa_dk_detail_5?psc=1&pd_rd_i=B09K3DM6D7&pd_rd_w=MYIoj&content-id=amzn1.sym.0d1092dc-81bb-493f-8769-d5c802257e94&pf_rd_p=0d1092dc-81bb-493f-8769-d5c802257e94&pf_rd_r=K30HBEQ3H8A444EDCEFT&pd_rd_wg=qOkp2&pd_rd_r=fb041e58-adeb-4394-8126-71d4b1315331&s=apparel&sp_csd=d2lkZ2V0TmFtZT1zcF9kZXRhaWwy,B09K3KPD93, United States,2023-03-13
